PRICE,PROPERTYSQFT,BEDS,BATH,BATH_PER_BED,BEDS_PER_SQFT,TYPE,LOCALITY
525000,2184.207862,3,1,0.3333333333333333,0.0013734956513035,Co-op for sale,Manhattan
850000,2160.0,3,2,0.7912869526561458,0.0013888888888888,House for sale,Staten Island
674999,2600.0,5,2,0.4,0.0019230769230769,Multi-family home for sale,The Bronx
345000,2184.207862,1,1,1.0,0.0004578318837678,Condo for sale,Queens
788888,3443.0,5,2,0.4,0.0014522218995062,Multi-family home for sale,Brooklyn
379000,1160.0,2,2,1.0,0.0017241379310344,Co-op for sale,Brooklyn
2288000,1788.0,4,3,0.75,0.0022371364653243,Pending,Brooklyn
699000,2184.207862,4,2,0.5,0.0018313275350713,Multi-family home for sale,Queens
250000,900.0,1,1,1.0,0.0011111111111111,Co-op for sale,The Bronx
1120000,2184.207862,3,2,0.6666666666666666,0.0013734956513035,House for sale,Queens
25000000,20000.0,7,2,0.3391229797097767,0.00035,Townhouse for sale,Manhattan
858000,2184.207862,2,2,1.0,0.0009156637675356,House for sale,Queens
1275000,1000.0,1,1,1.0,0.001,Co-op for sale,Manhattan
1070000,2192.0,4,2,0.5,0.0018248175182481,House for sale,Staten Island
4800000,5353.0,10,4,0.4,0.0018681113394358,Townhouse for sale,Brooklyn
14600000,6630.0,6,2,0.3956434763280729,0.0009049773755656,Townhouse for sale,Manhattan
895000,2184.207862,2,2,1.0,0.0009156637675356,Co-op for sale,Manhattan
1250000,2400.0,6,3,0.5,0.0025,House for sale,The Bronx
1788000,2184.207862,6,5,0.8333333333333334,0.002746991302607,Multi-family home for sale,Queens
799000,1344.0,4,3,0.75,0.0029761904761904,Multi-family home for sale,Brooklyn
879000,2184.207862,3,2,0.6666666666666666,0.0013734956513035,House for sale,Queens
963000,2400.0,4,4,1.0,0.0016666666666666,Multi-family home for sale,Staten Island
998000,2184.207862,11,6,0.5454545454545454,0.0050361507214463,Multi-family home for sale,Brooklyn
950000,1000.0,2,1,0.5,0.002,Co-op for sale,Manhattan
410000,2184.207862,2,1,0.5,0.0009156637675356,Condo for sale,Staten Island
269000,900.0,1,1,1.0,0.0011111111111111,Co-op for sale,Queens
8500000,7000.0,7,6,0.8571428571428571,0.001,House for sale,Manhattan
1195000,2184.207862,11,6,0.5454545454545454,0.0050361507214463,Multi-family home for sale,The Bronx
550000,1069.0,2,1,0.5,0.0018709073900841,Co-op for sale,Queens
2800000,10720.0,16,16,1.0,0.0014925373134328,Multi-family home for sale,Brooklyn
940000,2184.207862,9,4,0.4444444444444444,0.0041204869539106,Multi-family home for sale,Queens
865000,2184.207862,3,3,1.0,0.0013734956513035,House for sale,Queens
7995000,4412.0,3,4,1.3333333333333333,0.0006799637352674,Condo for sale,Manhattan
690000,1284.0,3,2,0.6666666666666666,0.0023364485981308,House for sale,Staten Island
330000,2184.207862,3,1,0.3333333333333333,0.0013734956513035,Co-op for sale,Queens
8750000,5000.0,7,8,1.1428571428571428,0.0014,Townhouse for sale,Manhattan
619000,1200.0,2,2,1.0,0.0016666666666666,Co-op for sale,Brooklyn
899000,1050.0,3,1,0.3333333333333333,0.0028571428571428,House for sale,Staten Island
1175000,1144.0,2,2,1.0,0.0017482517482517,House for sale,Brooklyn
2999000,6000.0,8,2,0.2967326072460546,0.0013333333333333,Multi-family home for sale,Brooklyn
1395000,1793.0,2,2,1.0,0.0011154489682097,Condo for sale,Manhattan
800000,2184.207862,2,2,1.0,0.0009156637675356,Co-op for sale,Queens
499000,686.0,2,1,0.5,0.0029154518950437,Co-op for sale,Manhattan
799999,1444.0,3,3,1.0,0.0020775623268698,House for sale,Queens
1139000,3150.0,4,4,1.0,0.0012698412698412,House for sale,Staten Island
529000,1650.0,3,2,0.6666666666666666,0.0018181818181818,House for sale,The Bronx
300000,1200.0,3,1,0.3333333333333333,0.0025,Co-op for sale,Brooklyn
799000,1802.0,5,4,0.8,0.0027746947835738,House for sale,Brooklyn
869000,1526.0,6,3,0.5,0.0039318479685452,Multi-family home for sale,The Bronx
749000,1480.0,3,2,0.6666666666666666,0.002027027027027,House for sale,The Bronx
240900,875.0,2,1,0.5,0.0022857142857142,Co-op for sale,The Bronx
1295000,2184.207862,3,1,0.3333333333333333,0.0013734956513035,House for sale,Queens
3850000,6200.0,8,6,0.75,0.0012903225806451,Pending,Brooklyn
549000,1716.0,5,2,0.4,0.0029137529137529,House for sale,Staten Island
475000,900.0,3,2,0.6666666666666666,0.0033333333333333,House for sale,Staten Island
980000,1408.0,4,3,0.75,0.002840909090909,Multi-family home for sale,Brooklyn
1199000,1824.0,4,2,0.5,0.0021929824561403,Multi-family home for sale,Brooklyn
1299999,3134.0,5,5,1.0,0.0015954052329291,Townhouse for sale,Queens
265000,1100.0,2,1,0.5,0.0018181818181818,Co-op for sale,Brooklyn
262500,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,The Bronx
2699000,11250.0,7,6,0.8571428571428571,0.0006222222222222,House for sale,Brooklyn
1200000,3300.0,4,4,1.0,0.0012121212121212,House for sale,The Bronx
850000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Manhattan
989000,2720.0,6,4,0.6666666666666666,0.0022058823529411,House for sale,Staten Island
899999,1800.0,5,3,0.6,0.0027777777777777,Multi-family home for sale,The Bronx
2780000,3045.0,5,6,1.2,0.0016420361247947,House for sale,Queens
999000,1050.0,2,1,0.5,0.0019047619047619,Co-op for sale,Manhattan
699000,2184.207862,6,2,0.3333333333333333,0.002746991302607,Multi-family home for sale,Brooklyn
499999,1248.0,4,2,0.5,0.0032051282051282,House for sale,Staten Island
599999,1272.0,3,2,0.6666666666666666,0.0023584905660377,House for sale,Staten Island
725000,2000.0,4,2,0.5,0.002,House for sale,Staten Island
998888,1780.0,3,2,0.6666666666666666,0.0016853932584269,House for sale,Brooklyn
980000,2700.0,3,4,1.3333333333333333,0.0011111111111111,Multi-family home for sale,Brooklyn
800000,2184.207862,3,2,0.6666666666666666,0.0013734956513035,House for sale,Queens
1299000,4450.0,3,4,1.3333333333333333,0.0006741573033707,House for sale,The Bronx
799000,1128.0,3,2,0.6666666666666666,0.0026595744680851,House for sale,Brooklyn
995000,3080.0,3,2,0.6666666666666666,0.0009740259740259,House for sale,The Bronx
1250000,2295.0,5,3,0.6,0.0021786492374727,House for sale,Brooklyn
1275000,2184.207862,3,4,1.3333333333333333,0.0013734956513035,Multi-family home for sale,Queens
749999,3150.0,6,3,0.5,0.0019047619047619,Multi-family home for sale,The Bronx
2650000,4100.0,5,4,0.8,0.0012195121951219,Townhouse for sale,Brooklyn
999000,2184.207862,2,1,0.5,0.0009156637675356,Co-op for sale,Manhattan
279000,2184.207862,2,1,0.5,0.0009156637675356,Co-op for sale,Queens
479000,1008.0,2,2,1.0,0.0019841269841269,Condo for sale,Staten Island
2300000,1600.0,2,2,1.0,0.00125,Co-op for sale,Manhattan
1390000,2245.0,6,5,0.8333333333333334,0.0026726057906458,Multi-family home for sale,Queens
450000,1026.0,3,2,0.6666666666666666,0.0029239766081871,Co-op for sale,Queens
999000,2184.207862,3,2,0.6666666666666666,0.0013734956513035,Co-op for sale,Manhattan
1999000,3420.0,4,4,1.0,0.0011695906432748,House for sale,Staten Island
1288000,2184.207862,6,3,0.5,0.002746991302607,Mobile house for sale,Queens
639888,1376.0,5,3,0.6,0.0036337209302325,Multi-family home for sale,Staten Island
569900,2180.0,4,2,0.5,0.0018348623853211,House for sale,Staten Island
1630000,2184.207862,7,4,0.5714285714285714,0.0032048231863749,House for sale,Queens
689888,1300.0,3,2,0.6666666666666666,0.0023076923076923,Multi-family home for sale,Queens
378000,2184.207862,2,1,0.5,0.0009156637675356,Co-op for sale,Queens
23900000,7110.0,6,2,0.3956434763280729,0.00084388185654,Townhouse for sale,Manhattan
149000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Queens
589000,1320.0,4,3,0.75,0.003030303030303,House for sale,Staten Island
958000,2259.0,3,2,0.6666666666666666,0.0013280212483399,Pending,Staten Island
195000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Queens
299000,608.0,1,1,1.0,0.0016447368421052,House for sale,Staten Island
1750000,3645.0,4,4,1.0,0.0010973936899862,House for sale,Queens
815000,2184.207862,3,2,0.6666666666666666,0.0013734956513035,Townhouse for sale,Queens
989000,2184.207862,5,3,0.6,0.0022891594188392,Multi-family home for sale,Queens
1075000,2184.207862,2,2,1.0,0.0009156637675356,Condo for sale,Manhattan
879000,1000.0,2,1,0.5,0.002,House for sale,Manhattan
999995,2184.207862,2,1,0.5,0.0009156637675356,Co-op for sale,Manhattan
430000,1200.0,2,2,1.0,0.0016666666666666,Co-op for sale,The Bronx
445000,2184.207862,3,2,0.6666666666666666,0.0013734956513035,Co-op for sale,Queens
999000,1900.0,3,2,0.6666666666666666,0.001578947368421,House for sale,Brooklyn
2299000,2184.207862,6,4,0.6666666666666666,0.002746991302607,House for sale,Queens
1225000,1960.0,4,2,0.5,0.0020408163265306,House for sale,Queens
849000,2184.207862,3,2,0.6666666666666666,0.0013734956513035,House for sale,Queens
1350000,1760.0,4,3,0.75,0.0022727272727272,House for sale,Queens
1600000,3150.0,4,4,1.0,0.0012698412698412,House for sale,Staten Island
600000,441.0,3,1,0.3333333333333333,0.0068027210884353,Condo for sale,Manhattan
435000,2184.207862,3,1,0.3333333333333333,0.0013734956513035,Co-op for sale,Manhattan
4999999,4342.0,4,4,1.0,0.0009212344541685,Pending,Brooklyn
800000,2184.207862,3,2,0.7912869526561458,0.0013734956513035,Pending,Brooklyn
329000,750.0,1,1,1.0,0.0013333333333333,Co-op for sale,Brooklyn
10975000,2184.207862,3,4,1.3333333333333333,0.0013734956513035,Townhouse for sale,Brooklyn
599000,2184.207862,4,2,0.5,0.0018313275350713,House for sale,Queens
699999,2184.207862,4,2,0.5,0.0018313275350713,House for sale,Queens
539000,725.0,1,1,1.0,0.0013793103448275,Pending,Queens
370000,2184.207862,3,1,0.3333333333333333,0.0013734956513035,Co-op for sale,Manhattan
299000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Manhattan
2400000,3800.0,5,4,0.8,0.0013157894736842,House for sale,Staten Island
275000,850.0,1,1,1.0,0.0011764705882352,Condo for sale,Brooklyn
1395000,1750.0,3,3,1.0,0.0017142857142857,Co-op for sale,Manhattan
568000,550.0,2,1,0.5,0.0036363636363636,Condo for sale,Brooklyn
1049000,2184.207862,3,2,0.6666666666666666,0.0013734956513035,Multi-family home for sale,Queens
899000,1200.0,4,2,0.5,0.0033333333333333,House for sale,Queens
495000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Manhattan
535000,1328.0,3,3,1.0,0.0022590361445783,House for sale,The Bronx
799999,1596.0,3,2,0.6666666666666666,0.0018796992481203,House for sale,Staten Island
1989000,1274.0,2,2,1.0,0.0015698587127158,Condo for sale,Manhattan
699000,2223.0,6,4,0.6666666666666666,0.0026990553306342,House for sale,The Bronx
369000,900.0,1,1,1.0,0.0011111111111111,Co-op for sale,The Bronx
599000,2100.0,4,4,1.0,0.0019047619047619,House for sale,Queens
169000,680.0,1,1,1.0,0.0014705882352941,Co-op for sale,Brooklyn
749000,1600.0,3,2,0.6666666666666666,0.001875,House for sale,The Bronx
1099000,3500.0,5,4,0.8,0.0014285714285714,House for sale,Staten Island
475000,1364.0,2,2,1.0,0.001466275659824,Townhouse for sale,Staten Island
124900,676.0,1,1,1.0,0.0014792899408284,Co-op for sale,The Bronx
619000,1943.0,3,2,0.6666666666666666,0.0015440041173443,Contingent,Staten Island
599000,1008.0,3,1,0.3333333333333333,0.0029761904761904,Contingent,Staten Island
689900,1486.0,3,2,0.6666666666666666,0.0020188425302826,Contingent,Staten Island
5900000,10100.0,7,8,1.1428571428571428,0.0006930693069306,House for sale,The Bronx
249000,815.0,2,1,0.5,0.0024539877300613,Condo for sale,The Bronx
509000,2184.207862,3,1,0.3333333333333333,0.0013734956513035,Condo for sale,Queens
549000,1150.0,3,2,0.6666666666666666,0.0026086956521739,Townhouse for sale,Staten Island
2995000,2184.207862,4,6,1.5,0.0018313275350713,Townhouse for sale,Brooklyn
1999000,3850.0,6,4,0.6666666666666666,0.0015584415584415,Multi-family home for sale,The Bronx
350000,2184.207862,3,2,0.7912869526561458,0.0013734956513035,Multi-family home for sale,The Bronx
269000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Queens
7500000,2184.207862,6,2,0.3956434763280729,0.002746991302607,House for sale,The Bronx
9950000,2184.207862,10,10,1.0,0.0045783188376784,Townhouse for sale,Manhattan
2200000,1779.0,3,4,1.3333333333333333,0.0016863406408094,Condo for sale,Manhattan
479000,1800.0,4,2,0.5,0.0022222222222222,House for sale,Queens
60000000,2184.207862,8,8,1.0,0.0036626550701427,Co-op for sale,Manhattan
329000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Queens
1500000,4384.0,5,7,1.4,0.0011405109489051,Pending,Manhattan
560000,2184.207862,3,2,0.7912869526561458,0.0013734956513035,Multi-family home for sale,Brooklyn
588000,2160.0,4,3,0.75,0.0018518518518518,Townhouse for sale,The Bronx
3300000,1652.0,2,2,1.0,0.0012106537530266,Condo for sale,Manhattan
169999,2184.207862,2,1,0.5,0.0009156637675356,Co-op for sale,Queens
439000,950.0,1,1,1.0,0.0010526315789473,Co-op for sale,Staten Island
758000,1760.0,3,2,0.6666666666666666,0.0017045454545454,House for sale,Queens
448000,2184.207862,3,1,0.3333333333333333,0.0013734956513035,Co-op for sale,Queens
2977000,2601.0,4,4,1.0,0.0015378700499807,Townhouse for sale,Brooklyn
385000,900.0,1,1,1.0,0.0011111111111111,Co-op for sale,The Bronx
1475000,1928.0,5,4,0.8,0.0025933609958506,House for sale,Queens
978000,2184.207862,3,2,0.6666666666666666,0.0013734956513035,House for sale,Queens
2700000,1398.0,3,3,1.0,0.0021459227467811,Condo for sale,Brooklyn
3500000,9500.0,24,8,0.3333333333333333,0.0025263157894736,House for sale,Brooklyn
790000,1596.0,3,2,0.6666666666666666,0.0018796992481203,Townhouse for sale,Queens
750000,995.0,2,2,1.0,0.0020100502512562,Condo for sale,Queens
1195000,995.0,3,3,1.0,0.0030150753768844,Co-op for sale,The Bronx
1750000,995.0,3,3,1.0,0.0030150753768844,Co-op for sale,Manhattan
874999,2868.0,3,2,0.6666666666666666,0.0010460251046025,House for sale,Staten Island
324900,900.0,1,1,1.0,0.0011111111111111,Co-op for sale,Manhattan
97500,791.0,2,1,0.5,0.0025284450063211,Co-op for sale,The Bronx
2200000,2035.0,2,2,1.0,0.0009828009828009,Condo for sale,Manhattan
999000,1798.0,4,4,1.0,0.0022246941045606,Contingent,Staten Island
550000,995.0,2,2,1.0,0.0020100502512562,House for sale,The Bronx
519999,1100.0,3,2,0.6666666666666666,0.0027272727272727,Co-op for sale,Queens
729000,1100.0,2,1,0.5,0.0018181818181818,House for sale,Staten Island
999999,3900.0,12,6,0.5,0.003076923076923,Contingent,Brooklyn
2898555,7200.0,5,5,1.0,0.0006944444444444,House for sale,Staten Island
611999,2184.207862,3,2,0.6666666666666666,0.0013734956513035,House for sale,Queens
1500000,2100.0,3,3,1.0,0.0014285714285714,House for sale,Brooklyn
5600000,4959.0,5,4,0.8,0.0010082677959265,House for sale,Brooklyn
299999,857.0,2,1,0.5,0.0023337222870478,Co-op for sale,The Bronx
2358000,6300.0,4,5,1.25,0.0006349206349206,House for sale,Staten Island
748888,1260.0,2,2,1.0,0.0015873015873015,House for sale,Staten Island
630000,1450.0,2,2,1.0,0.0013793103448275,House for sale,Staten Island
1389000,1043.0,2,2,1.0,0.0019175455417066,Condo for sale,Manhattan
319000,925.0,2,1,0.5,0.0021621621621621,Co-op for sale,Queens
319000,2184.207862,3,1,0.3333333333333333,0.0013734956513035,House for sale,Staten Island
1250000,2184.207862,6,4,0.6666666666666666,0.002746991302607,Pending,Staten Island
1199000,1848.0,4,3,0.75,0.0021645021645021,Multi-family home for sale,Queens
1500000,3328.0,6,4,0.6666666666666666,0.0018028846153846,Multi-family home for sale,Staten Island
780000,1320.0,3,2,0.6666666666666666,0.0022727272727272,House for sale,Brooklyn
255000,750.0,1,1,1.0,0.0013333333333333,Co-op for sale,Brooklyn
649000,905.0,2,2,1.0,0.0022099447513812,Condo for sale,Brooklyn
1480000,1596.0,4,4,1.0,0.0025062656641604,House for sale,Queens
628000,1824.0,3,2,0.6666666666666666,0.0016447368421052,House for sale,Staten Island
190000,875.0,2,1,0.5,0.0022857142857142,Co-op for sale,The Bronx
450000,2184.207862,2,1,0.5,0.0009156637675356,Condo for sale,Queens
2473888,5600.0,4,6,1.5,0.0007142857142857,Contingent,Staten Island
785000,1950.0,3,2,0.6666666666666666,0.0015384615384615,Contingent,Staten Island
699900,1240.0,3,2,0.6666666666666666,0.0024193548387096,House for sale,Queens
2495000,2184.207862,3,4,1.3333333333333333,0.0013734956513035,Multi-family home for sale,Queens
149999,850.0,1,1,1.0,0.0011764705882352,Co-op for sale,The Bronx
208000,610.0,1,1,1.0,0.001639344262295,Co-op for sale,Manhattan
172800,750.0,1,1,1.0,0.0013333333333333,Pending,Brooklyn
1768888,3933.0,10,10,1.0,0.0025425883549453,Multi-family home for sale,Brooklyn
1239998,2250.0,4,4,1.0,0.0017777777777777,Multi-family home for sale,Staten Island
1699000,5500.0,9,5,0.5555555555555556,0.0016363636363636,Multi-family home for sale,The Bronx
1350000,2184.207862,3,3,1.0,0.0013734956513035,House for sale,Queens
889000,2362.0,3,2,0.6666666666666666,0.0012701100762066,House for sale,Staten Island
1300000,1100.0,2,2,1.0,0.0018181818181818,Condo for sale,Brooklyn
310000,675.0,2,1,0.5,0.0029629629629629,Co-op for sale,Queens
11000000,22035.0,50,50,1.0,0.0022691173133651,Multi-family home for sale,Brooklyn
1149000,3617.0,7,4,0.5714285714285714,0.001935305501797,Pending,The Bronx
239900,585.0,1,1,1.0,0.0017094017094017,Co-op for sale,Queens
257000,450.0,3,1,0.3333333333333333,0.0066666666666666,Co-op for sale,Brooklyn
1090000,1860.0,2,2,1.0,0.0010752688172043,Condo for sale,Queens
799999,2184.207862,6,2,0.3956434763280729,0.002746991302607,Multi-family home for sale,Brooklyn
2045000,3976.0,6,4,0.6666666666666666,0.0015090543259557,Townhouse for sale,Manhattan
1195000,2700.0,3,2,0.6666666666666666,0.0011111111111111,Multi-family home for sale,Staten Island
340000,900.0,2,1,0.5,0.0022222222222222,Co-op for sale,The Bronx
1375000,1596.0,6,2,0.3333333333333333,0.0037593984962406,House for sale,Queens
749000,1644.0,3,1,0.3333333333333333,0.0018248175182481,House for sale,Staten Island
1399000,2184.207862,5,4,0.8,0.0022891594188392,Pending,Queens
775000,1880.0,3,2,0.6666666666666666,0.001595744680851,Co-op for sale,Manhattan
948000,2184.207862,7,3,0.4285714285714285,0.0032048231863749,Multi-family home for sale,Queens
880000,2184.207862,3,2,0.6666666666666666,0.0013734956513035,House for sale,Queens
699000,600.0,1,1,1.0,0.0016666666666666,Co-op for sale,Manhattan
2250000,2184.207862,4,3,0.75,0.0018313275350713,Co-op for sale,Manhattan
319000,2184.207862,3,1,0.3333333333333333,0.0013734956513035,Co-op for sale,Manhattan
1300000,2184.207862,6,3,0.5,0.002746991302607,Multi-family home for sale,Brooklyn
729000,1800.0,3,3,1.0,0.0016666666666666,Multi-family home for sale,Brooklyn
425000,800.0,2,2,1.0,0.0025,Condo for sale,The Bronx
399000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Manhattan
625000,652.0,3,1,0.3333333333333333,0.004601226993865,Co-op for sale,Brooklyn
269000,700.0,1,1,1.0,0.0014285714285714,Co-op for sale,Queens
449000,1440.0,2,2,1.0,0.0013888888888888,Condo for sale,Staten Island
699000,2300.0,8,5,0.625,0.0034782608695652,Multi-family home for sale,The Bronx
550000,1250.0,3,2,0.6666666666666666,0.0024,Co-op for sale,Manhattan
799900,2058.0,3,2,0.7912869526561458,0.0014577259475218,Townhouse for sale,Staten Island
758000,1200.0,3,1,0.3333333333333333,0.0025,House for sale,Brooklyn
829000,1680.0,4,2,0.5,0.0023809523809523,House for sale,Queens
789000,1230.0,2,2,1.0,0.0016260162601626,Condo for sale,Brooklyn
24990000,8500.0,7,6,0.8571428571428571,0.0008235294117647,Townhouse for sale,Manhattan
2250000,2184.207862,6,4,0.6666666666666666,0.002746991302607,House for sale,Brooklyn
359000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Manhattan
1439000,1440.0,6,4,0.6666666666666666,0.0041666666666666,House for sale,Brooklyn
1050000,3280.0,7,4,0.5714285714285714,0.0021341463414634,Multi-family home for sale,The Bronx
11900000,9075.0,6,2,0.3956434763280729,0.0006611570247933,Townhouse for sale,Manhattan
270000,2000.0,4,2,0.5,0.002,House for sale,The Bronx
2280000,2184.207862,6,5,0.8333333333333334,0.002746991302607,Multi-family home for sale,Queens
278999,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Queens
625000,2184.207862,5,2,0.4,0.0022891594188392,Multi-family home for sale,Brooklyn
605000,1344.0,4,2,0.5,0.0029761904761904,Foreclosure,Staten Island
529000,1150.0,3,2,0.6666666666666666,0.0026086956521739,House for sale,Staten Island
1050000,2184.207862,4,1,0.25,0.0018313275350713,Townhouse for sale,Brooklyn
225000,2184.207862,3,1,0.3333333333333333,0.0013734956513035,Co-op for sale,Manhattan
1049000,1224.0,3,1,0.3333333333333333,0.0024509803921568,Townhouse for sale,Queens
259000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Queens
599000,2184.207862,3,2,0.6666666666666666,0.0013734956513035,House for sale,Brooklyn
675000,1316.0,3,1,0.3333333333333333,0.0022796352583586,Contingent,Staten Island
3595000,1862.0,3,3,1.0,0.0016111707841031,Condo for sale,Manhattan
789000,1871.0,4,2,0.5,0.0021378941742383,Contingent,Staten Island
998000,1872.0,6,3,0.5,0.0032051282051282,Multi-family home for sale,Queens
889000,2280.0,6,2,0.3333333333333333,0.0026315789473684,Multi-family home for sale,The Bronx
825000,1820.0,2,2,1.0,0.001098901098901,House for sale,Brooklyn
599999,3490.0,6,2,0.3333333333333333,0.0017191977077363,Multi-family home for sale,Queens
10999000,2184.207862,5,7,1.4,0.0022891594188392,Townhouse for sale,Manhattan
2750000,2184.207862,4,2,0.5934652144921093,0.0018313275350713,House for sale,The Bronx
649000,1064.0,3,2,0.6666666666666666,0.0028195488721804,House for sale,Brooklyn
989000,3960.0,8,5,0.625,0.002020202020202,Multi-family home for sale,The Bronx
357000,1100.0,3,1,0.3333333333333333,0.0027272727272727,Condo for sale,The Bronx
25000000,2184.207862,6,8,1.3333333333333333,0.002746991302607,Townhouse for sale,Manhattan
119888,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Queens
1099999,2185.0,4,2,0.5,0.0018306636155606,Multi-family home for sale,The Bronx
749000,2184.207862,2,1,0.5,0.0009156637675356,House for sale,Queens
589999,1680.0,4,2,0.5,0.0023809523809523,Multi-family home for sale,Staten Island
6995000,12492.0,20,20,1.0,0.0016010246557796,Multi-family home for sale,Manhattan
22500000,8725.0,5,6,1.2,0.0005730659025787,Townhouse for sale,Manhattan
749000,1332.0,3,2,0.6666666666666666,0.0022522522522522,House for sale,Staten Island
499000,1156.0,3,2,0.6666666666666666,0.0025951557093425,Condo for sale,Queens
859000,2184.207862,3,3,1.0,0.0013734956513035,House for sale,Queens
599999,2184.207862,2,2,1.0,0.0009156637675356,Pending,Brooklyn
899000,1324.0,3,2,0.6666666666666666,0.0022658610271903,House for sale,Brooklyn
315000,850.0,2,1,0.5,0.0023529411764705,Co-op for sale,Brooklyn
1999999,5301.0,5,2,0.4747721715936874,0.0009432182607055,House for sale,Staten Island
950000,1746.0,4,3,0.75,0.0022909507445589,House for sale,Queens
13950000,6798.0,6,6,1.0,0.0008826125330979,Townhouse for sale,Manhattan
1399000,3375.0,5,3,0.6,0.0014814814814814,House for sale,Queens
595000,660.0,3,1,0.3333333333333333,0.0045454545454545,Condo for sale,Manhattan
1618000,2200.0,5,2,0.4,0.0022727272727272,House for sale,Brooklyn
485000,2184.207862,6,3,0.5,0.002746991302607,Pending,The Bronx
748000,1592.0,3,2,0.6666666666666666,0.0018844221105527,Contingent,Staten Island
1100000,1928.0,3,2,0.6666666666666666,0.0015560165975103,Multi-family home for sale,Staten Island
3995000,5046.0,8,8,1.0,0.0015854141894569,Townhouse for sale,Manhattan
659000,440.0,1,1,1.0,0.0022727272727272,Co-op for sale,Brooklyn
1099000,2018.0,6,3,0.5,0.0029732408325074,Multi-family home for sale,Queens
319000,1102.0,2,2,1.0,0.0018148820326678,Condo for sale,The Bronx
999000,3168.0,9,3,0.3333333333333333,0.002840909090909,Multi-family home for sale,The Bronx
249000,500.0,3,1,0.3333333333333333,0.006,Co-op for sale,Manhattan
1299000,2648.0,3,2,0.6666666666666666,0.0011329305135951,Multi-family home for sale,Queens
8950000,6336.0,3,6,2.0,0.0004734848484848,Townhouse for sale,Manhattan
750000,1500.0,5,3,0.6,0.0033333333333333,House for sale,Queens
1100000,1916.0,5,3,0.6,0.0026096033402922,Multi-family home for sale,Brooklyn
1275000,2380.0,3,4,1.3333333333333333,0.0012605042016806,House for sale,Staten Island
689000,750.0,2,2,1.0,0.0026666666666666,House for sale,Brooklyn
320000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Queens
3995000,2184.207862,5,6,1.2,0.0022891594188392,Townhouse for sale,Brooklyn
1399000,2500.0,6,5,0.8333333333333334,0.0024,Multi-family home for sale,Queens
395000,1089.0,2,2,1.0,0.0018365472910927,House for sale,The Bronx
1250000,2273.0,4,2,0.5,0.0017597888253409,House for sale,The Bronx
719000,1440.0,3,2,0.6666666666666666,0.0020833333333333,Co-op for sale,Queens
795000,1171.0,3,4,1.3333333333333333,0.0025619128949615,Multi-family home for sale,The Bronx
1175000,2184.207862,6,5,0.8333333333333334,0.002746991302607,Multi-family home for sale,Queens
4250000,2054.0,3,4,1.3333333333333333,0.0014605647517039,Condo for sale,Manhattan
2500000,2201.0,3,4,1.3333333333333333,0.0013630168105406,Townhouse for sale,Manhattan
850000,1600.0,3,2,0.7912869526561458,0.001875,Multi-family home for sale,Brooklyn
1350000,2948.0,4,2,0.5,0.0013568521031207,House for sale,The Bronx
929000,2200.0,5,2,0.4747721715936874,0.0022727272727272,House for sale,Staten Island
549990,2184.207862,3,2,0.6666666666666666,0.0013734956513035,Townhouse for sale,Staten Island
34000000,2184.207862,3,8,2.6666666666666665,0.0013734956513035,Multi-family home for sale,Manhattan
1550000,2184.207862,6,6,1.0,0.002746991302607,Multi-family home for sale,Brooklyn
265000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Manhattan
879000,1630.0,4,2,0.5934652144921093,0.0024539877300613,House for sale,Queens
1200000,2184.207862,3,2,0.7912869526561458,0.0013734956513035,Land for sale,Manhattan
7500000,4250.0,4,2,0.5,0.0009411764705882,Townhouse for sale,Manhattan
325000,2184.207862,2,1,0.5,0.0009156637675356,Co-op for sale,Queens
755000,2184.207862,2,2,1.0,0.0009156637675356,House for sale,Queens
325000,2184.207862,2,2,1.0,0.0009156637675356,Co-op for sale,The Bronx
1395000,2184.207862,2,1,0.5,0.0009156637675356,Co-op for sale,Manhattan
649000,980.0,3,2,0.6666666666666666,0.0030612244897959,House for sale,Staten Island
499999,800.0,2,1,0.5,0.0025,House for sale,Staten Island
999998,2720.0,4,4,1.0,0.0014705882352941,Multi-family home for sale,Staten Island
1358000,2184.207862,6,3,0.5,0.002746991302607,Multi-family home for sale,Brooklyn
1650000,2184.207862,5,4,0.8,0.0022891594188392,House for sale,The Bronx
680000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Brooklyn
258888,650.0,1,1,1.0,0.0015384615384615,Co-op for sale,Brooklyn
